time	V(n003)	V(n005)
7.245103972276840e-006	3.842687e-002	2.687532e-001
7.252916472276840e-006	3.840987e-002	2.653884e-001
7.260728972276840e-006	3.839066e-002	2.623074e-001
7.268541472276841e-006	3.836966e-002	2.594723e-001
7.276353972276841e-006	3.834716e-002	2.568516e-001
7.284166472276841e-006	3.832341e-002	2.544197e-001
7.291978972276841e-006	3.829859e-002	2.521549e-001
7.299791472276841e-006	3.827286e-002	2.500389e-001
7.307603972276841e-006	3.824632e-002	2.480562e-001
7.315416472276842e-006	3.821909e-002	2.461936e-001
7.323228972276842e-006	3.819123e-002	2.444397e-001
7.331041472276842e-006	3.816281e-002	2.427845e-001
7.346666472276842e-006	3.810453e-002	2.397364e-001
7.354478972276843e-006	3.807475e-002	2.383292e-001
7.362291472276843e-006	3.804459e-002	2.369917e-001
7.370103972276843e-006	3.801408e-002	2.357186e-001
7.377916472276843e-006	3.798324e-002	2.345052e-001
7.385728972276843e-006	3.795210e-002	2.333472e-001
7.393541472276844e-006	3.792067e-002	2.322408e-001
7.401353972276844e-006	3.788898e-002	2.311824e-001
7.409166472276844e-006	3.785703e-002	2.301691e-001
7.424791472276844e-006	3.779244e-002	2.282661e-001
7.440416472276845e-006	3.772698e-002	2.265120e-001
7.456041472276845e-006	3.766074e-002	2.248898e-001
7.479478972276846e-006	3.756006e-002	2.226738e-001
7.502916472276846e-006	3.745797e-002	2.206839e-001
7.526353972276847e-006	3.735463e-002	2.188886e-001
7.549791472276847e-006	3.725018e-002	2.172619e-001
7.573228972276848e-006	3.714477e-002	2.157827e-001
7.596666472276849e-006	3.703850e-002	2.144334e-001
7.615639686562562e-006	3.695180e-002	2.134384e-001
7.634612900848275e-006	3.686481e-002	2.124988e-001
7.653586115133988e-006	3.677752e-002	2.116146e-001
7.672559329419702e-006	3.668995e-002	2.107858e-001
7.691532543705414e-006	3.660208e-002	2.100123e-001
7.710505757991128e-006	3.651391e-002	2.092941e-001
7.729478972276841e-006	3.642546e-002	2.086314e-001
7.750684329419697e-006	3.632646e-002	2.079347e-001
7.771889686562551e-006	3.622749e-002	2.072766e-001
7.793095043705407e-006	3.612855e-002	2.066573e-001
7.814300400848262e-006	3.602963e-002	2.060767e-001
7.835505757991118e-006	3.593075e-002	2.055348e-001
7.856711115133972e-006	3.583189e-002	2.050316e-001
7.877916472276828e-006	3.573307e-002	2.045671e-001
7.893541472276827e-006	3.566044e-002	2.042383e-001
7.909166472276826e-006	3.558794e-002	2.039245e-001
7.924791472276824e-006	3.551555e-002	2.036249e-001
7.932603972276824e-006	3.547941e-002	2.034803e-001
7.940416472276823e-006	3.544331e-002	2.033389e-001
7.948228972276822e-006	3.540725e-002	2.032008e-001
7.956041472276822e-006	3.537121e-002	2.030657e-001
7.963853972276821e-006	3.533523e-002	2.029338e-001
7.971666472276820e-006	3.529928e-002	2.028047e-001
7.979478972276820e-006	3.526337e-002	2.026786e-001
7.987291472276819e-006	3.522751e-002	2.025550e-001
7.992187500000000e-006	3.520506e-002	2.024792e-001
8.000000000000000e-006	3.516869e-002	2.023609e-001
